curve_id,semester,time_frame,window,stop_loss_sigma,use_elastic_sizing,use_r2,use_ttest,use_anchor,use_slope_limit,use_z_dynamic,total_trades,win_trades_gross,loss_trades_gross,win_trades_net,loss_trades_net,avg_win_pct_gross,avg_loss_pct_gross,avg_win_pct_net,avg_loss_pct_net,win_ratio_gross,win_ratio_net,reward_ratio_gross,reward_ratio_net,profit_factor_gross,profit_factor_net,recovery_factor_gross,recovery_factor_net,sharpe_ratio_gross,sharpe_ratio_net,sortino_ratio_gross,sortino_ratio_net,calmar_ratio_gross,calmar_ratio_net,max_consecutive_wins_gross,max_consecutive_losses_gross,max_consecutive_wins_net,max_consecutive_losses_net,relative_expected_value_gross,relative_expected_value_net,cumulative_monetary_profit_gross,cumulative_monetary_profit_net,trade_time_min,trade_time_max,trade_time_mean,trade_time_median,drawdown_max,drawdown_mean,drawdown_median
S1|30min|W40|σ3.5|R2:0|t:1|Anc:1|Slp:0|Zdyn:1,S1,30min,40,3.5,False,False,True,True,False,True,139,82,57,82,57,0.0032225146513730125,-0.003518361689920677,0.0031294860968070987,-0.003666864462731618,0.5899280575539568,0.5899280575539568,0.9159134095294409,0.8534501693787173,1.3078787081834022,1.2195105433041054,5.157813979157294,3.7998501815676797,1.9496063645628632,1.4450208296681815,1.9246078381378378,1.3905193938565072,10.859845754491687,7.932262019948457,12,4,12,4,0.00045827039631013324,0.00034249342131280477,6459.981663768103,4759.1794890601495,30.0,11400.0,937.3381294964029,330.0,1252.4650345810965,219.04629066864098,157.30113653685854
S1|30min|W40|σ3.5|R2:0|t:1|Anc:0|Slp:0|Zdyn:1,S1,30min,40,3.5,False,False,True,False,False,True,139,82,57,82,57,0.0032225146513730125,-0.003518361689920677,0.0031294860968070987,-0.003666864462731618,0.5899280575539568,0.5899280575539568,0.9159134095294409,0.8534501693787173,1.3078787081834022,1.2195105433041054,5.157813979157294,3.7998501815676797,1.9496063645628632,1.4450208296681815,1.9246078381378378,1.3905193938565072,10.859845754491687,7.932262019948457,12,4,12,4,0.00045827039631013324,0.00034249342131280477,6459.981663768103,4759.1794890601495,30.0,11400.0,937.3381294964029,330.0,1252.4650345810965,219.04629066864098,157.30113653685854
S4|30min|W40|σ1.5|R2:0|t:1|Anc:0|Slp:1|Zdyn:0,S4,30min,40,1.5,False,False,True,False,True,False,210,99,111,99,111,0.002079288198560257,-0.0012012397424770386,0.0019807944863055238,-0.0013514552713480568,0.4714285714285714,0.4714285714285714,1.7309518866505553,1.4656752082736044,1.5332269767776172,1.3007639222028642,12.476833179599701,7.800601367031935,3.791344137764329,2.371514905084611,5.176606614996423,2.9709749465363564,25.925056697299567,15.988915039154417,12,6,12,6,0.0003452948582976867,0.0002194624715457742,7479.889562055527,4676.478069645092,30.0,6780.0,521.4285714285714,180.0,599.5022498405726,90.65340225103486,82.25938680585278
S4|30min|W40|σ1.5|R2:0|t:1|Anc:1|Slp:1|Zdyn:0,S4,30min,40,1.5,False,False,True,True,True,False,210,99,111,99,111,0.002079288198560257,-0.0012012397424770386,0.0019807944863055238,-0.0013514552713480568,0.4714285714285714,0.4714285714285714,1.7309518866505553,1.4656752082736044,1.5332269767776172,1.3007639222028642,12.476833179599701,7.800601367031935,3.791344137764329,2.371514905084611,5.176606614996423,2.9709749465363564,25.925056697299567,15.988915039154417,12,6,12,6,0.0003452948582976867,0.0002194624715457742,7479.889562055527,4676.478069645092,30.0,6780.0,521.4285714285714,180.0,599.5022498405726,90.65340225103486,82.25938680585278
S1|30min|W20|σ3.5|R2:0|t:0|Anc:0|Slp:1|Zdyn:0,S1,30min,20,3.5,False,False,False,False,True,False,161,97,64,97,64,0.0024167692011667404,-0.0026635796190663764,0.002317578381876446,-0.0028082613081871297,0.6024844720496895,0.6024844720496895,0.9073388247406148,0.8252716280781422,1.3652529078326008,1.2431180880392916,7.929027084154276,5.508413573855511,2.4292547606649824,1.6990125144671895,2.3845362994072214,1.607611072705196,16.667355346412894,11.46357314923675,9,7,9,7,0.0003972516577200358,0.0002799775112921678,6528.312715108519,4535.316375213632,30.0,8490.0,702.8571428571429,240.0,823.3434752865194,172.3001344288737,129.00220997887604
S1|30min|W20|σ3.5|R2:0|t:0|Anc:1|Slp:1|Zdyn:0,S1,30min,20,3.5,False,False,False,True,True,False,161,97,64,97,64,0.0024167692011667404,-0.0026635796190663764,0.002317578381876446,-0.0028082613081871297,0.6024844720496895,0.6024844720496895,0.9073388247406148,0.8252716280781422,1.3652529078326008,1.2431180880392916,7.929027084154276,5.508413573855511,2.4292547606649824,1.6990125144671895,2.3845362994072214,1.607611072705196,16.667355346412894,11.46357314923675,9,7,9,7,0.0003972516577200358,0.0002799775112921678,6528.312715108519,4535.316375213632,30.0,8490.0,702.8571428571429,240.0,823.3434752865194,172.3001344288737,129.00220997887604
S4|30min|W20|σ3.5|R2:1|t:0|Anc:0|Slp:0|Zdyn:1,S4,30min,20,3.5,False,True,False,False,False,True,147,98,49,98,49,0.0015487593190290068,-0.0018272440033420604,0.001438510959070245,-0.0019811155261314074,0.6666666666666666,0.6666666666666666,0.8475930506250395,0.7261115972773556,1.6877187430508847,1.4470549982994203,15.384887472079773,10.73214106741201,3.9784113264028758,2.7698724171564417,3.556854431269561,2.3435067057534162,31.77287297886621,21.956106872433338,8,3,8,3,0.00042342487823865133,0.00029863546400302746,6394.687708191969,4460.785994756737,30.0,5580.0,570.6122448979592,180.0,415.6473500242974,100.1784636823866,61.52416880498305
S4|30min|W20|σ3.5|R2:1|t:0|Anc:1|Slp:0|Zdyn:1,S4,30min,20,3.5,False,True,False,True,False,True,147,98,49,98,49,0.0015487593190290068,-0.0018272440033420604,0.001438510959070245,-0.0019811155261314074,0.6666666666666666,0.6666666666666666,0.8475930506250395,0.7261115972773556,1.6877187430508847,1.4470549982994203,15.384887472079773,10.73214106741201,3.9784113264028758,2.7698724171564417,3.556854431269561,2.3435067057534162,31.77287297886621,21.956106872433338,8,3,8,3,0.00042342487823865133,0.00029863546400302746,6394.687708191969,4460.785994756737,30.0,5580.0,570.6122448979592,180.0,415.6473500242974,100.1784636823866,61.52416880498305
S1|30min|W40|σ3.5|R2:0|t:1|Anc:0|Slp:1|Zdyn:1,S1,30min,40,3.5,False,False,True,False,True,True,131,79,52,79,52,0.0030194915335225864,-0.0034269957831347094,0.0029200772355268073,-0.003583902844560501,0.6030534351145038,0.6030534351145038,0.8810899471725131,0.8147757799737176,1.3268183576495227,1.228576155670187,4.892420024935253,3.545666247932629,2.0883934804448887,1.5210998352861111,1.9310077460330317,1.366544957899415,10.283847871662898,7.389708976918448,11,4,11,4,0.00046058053759755283,0.0003383446846524559,6127.585015715781,4440.822999829967,30.0,11400.0,933.6641221374045,300.0,1252.4650345810965,205.59449503525323,147.7311457206666
S1|30min|W40|σ3.5|R2:0|t:1|Anc:1|Slp:1|Zdyn:1,S1,30min,40,3.5,False,False,True,True,True,True,131,79,52,79,52,0.0030194915335225864,-0.0034269957831347094,0.0029200772355268073,-0.003583902844560501,0.6030534351145038,0.6030534351145038,0.8810899471725131,0.8147757799737176,1.3268183576495227,1.228576155670187,4.892420024935253,3.545666247932629,2.0883934804448887,1.5210998352861111,1.9310077460330317,1.366544957899415,10.283847871662898,7.389708976918448,11,4,11,4,0.00046058053759755283,0.0003383446846524559,6127.585015715781,4440.822999829967,30.0,11400.0,933.6641221374045,300.0,1252.4650345810965,205.59449503525323,147.7311457206666
S4|30min|W40|σ1.5|R2:0|t:1|Anc:1|Slp:0|Zdyn:0,S4,30min,40,1.5,False,False,True,True,False,False,222,104,118,104,118,0.002119547627663295,-0.0012692329382793218,0.002026445768890137,-0.0014157787220233872,0.46846846846846846,0.46846846846846846,1.66994376188876,1.4313294424950838,1.4612518018158684,1.2550863835254438,12.13702388319154,7.3734764110277515,3.4656498572418912,2.1094649395814704,4.556598041672147,2.5758724608129397,25.194151858483373,15.09447577040212,12,6,12,6,0.00031830390342352564,0.00019679491335952495,7276.173124342092,4420.415697557528,30.0,6780.0,513.5135135135135,180.0,599.5022498405726,94.56204285939394,83.92126656678647
S4|30min|W40|σ1.5|R2:0|t:1|Anc:0|Slp:0|Zdyn:0,S4,30min,40,1.5,False,False,True,False,False,False,222,104,118,104,118,0.002119547627663295,-0.0012692329382793218,0.002026445768890137,-0.0014157787220233872,0.46846846846846846,0.46846846846846846,1.66994376188876,1.4313294424950838,1.4612518018158684,1.2550863835254438,12.13702388319154,7.3734764110277515,3.4656498572418912,2.1094649395814704,4.556598041672147,2.5758724608129397,25.194151858483373,15.09447577040212,12,6,12,6,0.00031830390342352564,0.00019679491335952495,7276.173124342092,4420.415697557528,30.0,6780.0,513.5135135135135,180.0,599.5022498405726,94.56204285939394,83.92126656678647
S4|30min|W40|σ1.5|R2:0|t:1|Anc:1|Slp:1|Zdyn:1,S4,30min,40,1.5,False,False,True,True,True,True,198,93,105,93,105,0.002113038626001543,-0.0012277937826266647,0.0020125778330390364,-0.0013785703944838817,0.4696969696969697,0.4696969696969697,1.721004500838114,1.459902113879733,1.5149309216836329,1.287262669276442,11.598987337268259,7.163069969746618,3.5757757781611836,2.2094687264682245,4.868885144092334,2.7633753839612822,24.05735439441865,14.665160602262631,11,6,11,6,0.00034138507597143285,0.00021424165177688287,6953.619004564634,4294.27656262854,30.0,6780.0,536.969696969697,180.0,599.5022498405726,92.26002710437392,86.04756278239948
S4|30min|W40|σ1.5|R2:0|t:1|Anc:0|Slp:1|Zdyn:1,S4,30min,40,1.5,False,False,True,False,True,True,198,93,105,93,105,0.002113038626001543,-0.0012277937826266647,0.0020125778330390364,-0.0013785703944838817,0.4696969696969697,0.4696969696969697,1.721004500838114,1.459902113879733,1.5149309216836329,1.287262669276442,11.598987337268259,7.163069969746618,3.5757757781611836,2.2094687264682245,4.868885144092334,2.7633753839612822,24.05735439441865,14.665160602262631,11,6,11,6,0.00034138507597143285,0.00021424165177688287,6953.619004564634,4294.27656262854,30.0,6780.0,536.969696969697,180.0,599.5022498405726,92.26002710437392,86.04756278239948
S4|30min|W40|σ1.5|R2:0|t:1|Anc:1|Slp:0|Zdyn:1,S4,30min,40,1.5,False,False,True,True,False,True,210,98,112,98,112,0.0021546325252284827,-0.0012983675822489764,0.0020599112549752833,-0.0014451674703782034,0.4666666666666667,0.4666666666666667,1.6594934706366598,1.4253789247250355,1.4425807687508028,1.2413845608017677,11.2591780408601,6.735945013742434,3.25606307147207,1.9520762880546725,4.267663915948082,2.3790132195071574,23.32947610867656,13.77333844444517,11,6,11,6,0.0003130324679071714,0.00019053593478675715,6749.9025668512,4038.2141905409762,30.0,6780.0,527.7142857142857,180.0,599.5022498405726,96.30021147016271,86.82903217174132
S4|30min|W40|σ1.5|R2:0|t:1|Anc:0|Slp:0|Zdyn:1,S4,30min,40,1.5,False,False,True,False,False,True,210,98,112,98,112,0.0021546325252284827,-0.0012983675822489764,0.0020599112549752833,-0.0014451674703782034,0.4666666666666667,0.4666666666666667,1.6594934706366598,1.4253789247250355,1.4425807687508028,1.2413845608017677,11.2591780408601,6.735945013742434,3.25606307147207,1.9520762880546725,4.267663915948082,2.3790132195071574,23.32947610867656,13.77333844444517,11,6,11,6,0.0003130324679071714,0.00019053593478675715,6749.9025668512,4038.2141905409762,30.0,6780.0,527.7142857142857,180.0,599.5022498405726,96.30021147016271,86.82903217174132
S4|30min|W20|σ2.5|R2:0|t:1|Anc:1|Slp:1|Zdyn:1,S4,30min,20,2.5,False,False,True,True,True,True,157,92,65,92,65,0.0015633817211319792,-0.0012879575972387454,0.001449998641288447,-0.001442912310275099,0.5859872611464968,0.5859872611464968,1.2138456456048834,1.0049111307477838,1.710665125575379,1.4174245867069954,19.204435187464934,12.49960343207428,4.067766144020791,2.6473374625684456,4.69774971076353,2.8121315808659006,39.627642378822515,25.522492772121332,8,4,8,4,0.0003828909205326346,0.0002522966549723288,6171.345173508566,4016.747514743517,30.0,4050.0,413.5031847133758,150.0,321.3499961475935,82.81650978924426,58.94159650714825
S4|30min|W20|σ2.5|R2:0|t:1|Anc:0|Slp:1|Zdyn:1,S4,30min,20,2.5,False,False,True,False,True,True,157,92,65,92,65,0.0015633817211319792,-0.0012879575972387454,0.001449998641288447,-0.001442912310275099,0.5859872611464968,0.5859872611464968,1.2138456456048834,1.0049111307477838,1.710665125575379,1.4174245867069954,19.204435187464934,12.49960343207428,4.067766144020791,2.6473374625684456,4.69774971076353,2.8121315808659006,39.627642378822515,25.522492772121332,8,4,8,4,0.0003828909205326346,0.0002522966549723288,6171.345173508566,4016.747514743517,30.0,4050.0,413.5031847133758,150.0,321.3499961475935,82.81650978924426,58.94159650714825
